request_id,delta_started_at_vs_object_id_ms,delta_finished_at_vs_response_end_ms,delta_job_duration_vs_object_to_response_end_ms,locust_response_time_ms,db_duration_ms,delta_resp_vs_db_ms,started_at,object_id,finished_at,response_end,job_duration
1337b38e-b039-464d-ab0b-debe2d59a0de,387,373,-14,19,4,15,2025-09-11T12:24:14.884178,2025-09-11 12:24:14.496280,2025-09-11T12:24:14.888683,2025-09-11 12:24:14.515000,4
12593084-6ced-476c-96d9-18ced8e050ea,387,375,-12,17,4,13,2025-09-11T12:24:14.923537,2025-09-11 12:24:14.535770,2025-09-11T12:24:14.927999,2025-09-11 12:24:14.552000,4
243e403d-cbbc-4ad3-8fd5-51e14cdb3d6d,387,375,-12,18,4,14,2025-09-11T12:24:14.988100,2025-09-11 12:24:14.600120,2025-09-11T12:24:14.993041,2025-09-11 12:24:14.618000,5
1c81b4e4-1f48-4819-8531-c8bbcb4a60c4,387,372,-15,22,5,17,2025-09-11T12:24:18.182767,2025-09-11 12:24:17.794830,2025-09-11T12:24:18.188089,2025-09-11 12:24:17.816000,6
672eef49-76ec-4359-bfd1-64389814e695,387,373,-13,19,4,15,2025-09-11T12:24:18.863513,2025-09-11 12:24:18.476280,2025-09-11T12:24:18.868442,2025-09-11 12:24:18.495000,5
a3680f55-e057-4b8e-9bbe-5c70a33784a8,387,374,-12,17,3,14,2025-09-11T12:24:18.971645,2025-09-11 12:24:18.584130,2025-09-11T12:24:18.975564,2025-09-11 12:24:18.601000,4
35dc8b4f-2a06-4e3d-9d29-12818bf699cf,387,374,-13,17,3,14,2025-09-11T12:24:20.078277,2025-09-11 12:24:19.690680,2025-09-11T12:24:20.081891,2025-09-11 12:24:19.707000,3
7760006c-28e4-49f8-9e7b-ccf139a2ad8b,387,374,-13,18,4,14,2025-09-11T12:24:20.169089,2025-09-11 12:24:19.781520,2025-09-11T12:24:20.173352,2025-09-11 12:24:19.799000,4
061f21ff-fb0a-4bc1-a25c-64186a8370f1,387,375,-12,18,4,14,2025-09-11T12:24:23.732583,2025-09-11 12:24:23.344650,2025-09-11T12:24:23.737284,2025-09-11 12:24:23.362000,5
c37ecb7d-bc8c-4308-9451-5eabdb96e4c8,387,373,-14,19,4,15,2025-09-11T12:24:23.751148,2025-09-11 12:24:23.363370,2025-09-11T12:24:23.755678,2025-09-11 12:24:23.382000,4
8bc87d9b-2b3d-47bb-be71-c9e0ac42f036,387,376,-11,16,3,13,2025-09-11T12:24:24.532621,2025-09-11 12:24:24.144670,2025-09-11T12:24:24.536270,2025-09-11 12:24:24.160000,4
649ecd19-177a-4cc6-ba23-2e70a7bc5948,387,373,-14,20,4,16,2025-09-11T12:24:24.713213,2025-09-11 12:24:24.325340,2025-09-11T12:24:24.718045,2025-09-11 12:24:24.345000,5
502e9eb7-e194-4d4b-9749-b3f6756e0dbf,387,371,-16,21,4,17,2025-09-11T12:24:28.607005,2025-09-11 12:24:28.219290,2025-09-11T12:24:28.611806,2025-09-11 12:24:28.240000,4
1fc96bde-8075-4364-b8b2-7e120eb35031,387,375,-12,16,3,13,2025-09-11T12:24:28.662225,2025-09-11 12:24:28.274340,2025-09-11T12:24:28.665869,2025-09-11 12:24:28.290000,3
72f00617-ec8c-4f91-9b5c-587158f560d5,387,375,-12,16,3,13,2025-09-11T12:24:29.037114,2025-09-11 12:24:28.649510,2025-09-11T12:24:29.040684,2025-09-11 12:24:28.665000,3
d579c3bd-b541-4172-84db-90687272f275,387,376,-11,16,3,13,2025-09-11T12:24:30.058646,2025-09-11 12:24:29.670960,2025-09-11T12:24:30.062100,2025-09-11 12:24:29.686000,4
61343357-44d4-43e7-8154-4ccedd4f087d,387,374,-13,18,3,15,2025-09-11T12:24:59.017882,2025-09-11 12:24:58.629910,2025-09-11T12:24:59.021811,2025-09-11 12:24:58.647000,4
aed4dcdc-9bfa-45b6-8275-c817ae1b3a62,387,374,-12,18,4,14,2025-09-11T12:25:03.196941,2025-09-11 12:25:02.809010,2025-09-11T12:25:03.201497,2025-09-11 12:25:02.827000,5
25ad20e3-765b-4332-9796-66e6cbb298ec,387,370,-16,23,5,18,2025-09-11T12:25:03.558969,2025-09-11 12:25:03.171030,2025-09-11T12:25:03.564235,2025-09-11 12:25:03.194000,6
2c3b6b71-19f6-44c6-9c70-087a11db91d6,387,374,-12,17,3,14,2025-09-11T12:25:03.624930,2025-09-11 12:25:03.237050,2025-09-11T12:25:03.628749,2025-09-11 12:25:03.254000,4
3511c6e7-6e34-4651-91c6-9ca6596b5d5d,387,363,-24,29,4,25,2025-09-11T12:25:03.643097,2025-09-11 12:25:03.255400,2025-09-11T12:25:03.647807,2025-09-11 12:25:03.284000,4
29f8d534-d159-4918-a305-9fc78d347849,387,376,-10,16,4,12,2025-09-11T12:25:04.022857,2025-09-11 12:25:03.635010,2025-09-11T12:25:04.027124,2025-09-11 12:25:03.651000,5
1db2466d-e62d-44b1-b934-bbce1fc1efe4,387,374,-13,18,4,14,2025-09-11T12:25:04.040364,2025-09-11 12:25:03.652650,2025-09-11T12:25:04.044919,2025-09-11 12:25:03.670000,4
f87113e8-1315-4083-a98c-377c27ae2175,387,359,-28,32,3,29,2025-09-11T12:25:04.057024,2025-09-11 12:25:03.669430,2025-09-11T12:25:04.060637,2025-09-11 12:25:03.701000,3
cfa8dc18-7684-4470-ba49-b13f142a5fde,387,375,-12,17,3,14,2025-09-11T12:25:04.088368,2025-09-11 12:25:03.700480,2025-09-11T12:25:04.092281,2025-09-11 12:25:03.717000,4
bf9c6ad3-67d8-4a68-822c-7d59c70c8998,387,374,-13,18,4,14,2025-09-11T12:25:04.150286,2025-09-11 12:25:03.762460,2025-09-11T12:25:04.154663,2025-09-11 12:25:03.780000,4
2751634f-36e7-49ad-8e85-f0c848bbf452,387,375,-11,16,3,13,2025-09-11T12:25:04.165883,2025-09-11 12:25:03.778270,2025-09-11T12:25:04.169840,2025-09-11 12:25:03.794000,4
d00806c6-89e5-4a1b-9497-d32e0d4e75c9,387,362,-25,30,3,27,2025-09-11T12:25:04.183459,2025-09-11 12:25:03.795990,2025-09-11T12:25:04.187296,2025-09-11 12:25:03.825000,4
379fd657-5a27-4232-81c5-c113e7345e87,387,375,-12,17,4,13,2025-09-11T12:25:04.213748,2025-09-11 12:25:03.825980,2025-09-11T12:25:04.217787,2025-09-11 12:25:03.842000,4
51a37194-41e4-4db6-b78f-e8bad14f44ab,387,375,-12,17,3,14,2025-09-11T12:25:04.231557,2025-09-11 12:25:03.843810,2025-09-11T12:25:04.235156,2025-09-11 12:25:03.860000,4
d536b6f3-5c65-4e2c-a944-796b9875bbbb,387,375,-11,16,3,13,2025-09-11T12:25:04.833560,2025-09-11 12:25:04.446130,2025-09-11T12:25:04.837416,2025-09-11 12:25:04.462000,4
d1c59146-869d-45e2-a680-a5fb0cb10249,387,374,-13,17,3,14,2025-09-11T12:25:04.851025,2025-09-11 12:25:04.463280,2025-09-11T12:25:04.854383,2025-09-11 12:25:04.480000,3
9e91bc1d-d060-4ba1-87ee-18fe90bfa778,387,375,-12,17,3,14,2025-09-11T12:25:04.918322,2025-09-11 12:25:04.530440,2025-09-11T12:25:04.922314,2025-09-11 12:25:04.547000,4
98aa633b-2052-432a-91ae-51fa3abeae06,387,373,-14,21,5,16,2025-09-11T12:25:05.906750,2025-09-11 12:25:05.518860,2025-09-11T12:25:05.912138,2025-09-11 12:25:05.539000,6
775d00cc-e7e8-4968-84a0-f0af08d8ce4b,387,375,-12,17,3,14,2025-09-11T12:25:08.137339,2025-09-11 12:25:07.749900,2025-09-11T12:25:08.141286,2025-09-11 12:25:07.766000,4
8a1dacf5-634d-433c-bd4d-2f7c4f2e5cd8,387,374,-13,21,7,14,2025-09-11T12:25:09.597236,2025-09-11 12:25:09.209540,2025-09-11T12:25:09.604310,2025-09-11 12:25:09.230000,7
bd2d08e3-4c8c-4a28-bbbe-9364beb41912,387,374,-13,18,3,15,2025-09-11T12:25:09.785868,2025-09-11 12:25:09.397990,2025-09-11T12:25:09.789723,2025-09-11 12:25:09.415000,4
97963b62-c67e-4791-a573-00522c7d9a03,387,374,-13,18,4,14,2025-09-11T12:25:09.832425,2025-09-11 12:25:09.444450,2025-09-11T12:25:09.836747,2025-09-11 12:25:09.462000,4
c5359635-74b4-46f1-93d1-3b82444ed36e,387,374,-13,18,4,14,2025-09-11T12:25:09.851117,2025-09-11 12:25:09.463280,2025-09-11T12:25:09.855205,2025-09-11 12:25:09.481000,4
c9cde96c-8bb1-4d26-b102-21bb1de44cfb,387,372,-15,20,4,16,2025-09-11T12:25:09.924126,2025-09-11 12:25:09.536580,2025-09-11T12:25:09.928159,2025-09-11 12:25:09.556000,4
b62a8334-db68-476b-997b-c5ac311fd71e,387,374,-13,18,4,14,2025-09-11T12:25:10.149181,2025-09-11 12:25:09.761420,2025-09-11T12:25:10.153589,2025-09-11 12:25:09.779000,4
019f8389-1348-43fb-bb7d-3bfcabb12cc6,387,373,-14,20,5,15,2025-09-11T12:25:10.167547,2025-09-11 12:25:09.779930,2025-09-11T12:25:10.172558,2025-09-11 12:25:09.799000,5
813f64ed-b69a-4b6f-aea6-7e3e7192cf76,387,367,-19,29,8,21,2025-09-11T12:25:10.453857,2025-09-11 12:25:10.066010,2025-09-11T12:25:10.462733,2025-09-11 12:25:10.095000,9
eade47f2-7729-48dd-9b7d-62b36b3398c6,387,375,-12,22,8,14,2025-09-11T12:25:10.607642,2025-09-11 12:25:10.219940,2025-09-11T12:25:10.616092,2025-09-11 12:25:10.241000,9
c6084ff7-fb95-4ff5-bfdc-663656150e57,387,374,-12,18,4,14,2025-09-11T12:25:10.617677,2025-09-11 12:25:10.230340,2025-09-11T12:25:10.622028,2025-09-11 12:25:10.248000,5
cb1f40cd-870a-4e59-9c08-0af751166789,387,376,-11,17,4,13,2025-09-11T12:25:13.347452,2025-09-11 12:25:12.959680,2025-09-11T12:25:13.352408,2025-09-11 12:25:12.976000,5
ef0538e6-435d-48a8-93e4-8545e88440d3,387,374,-13,18,4,14,2025-09-11T12:25:13.490764,2025-09-11 12:25:13.102830,2025-09-11T12:25:13.494806,2025-09-11 12:25:13.120000,4
09e8a228-4830-4eb8-a2c5-dbe35ca6cdea,387,373,-13,18,4,14,2025-09-11T12:25:13.669714,2025-09-11 12:25:13.282080,2025-09-11T12:25:13.673964,2025-09-11 12:25:13.300000,4
d1fa0694-b4bc-4236-860a-4538134ce7be,387,376,-11,16,3,13,2025-09-11T12:25:13.788680,2025-09-11 12:25:13.400740,2025-09-11T12:25:13.792079,2025-09-11 12:25:13.416000,4
29cb2f93-fe18-49be-b665-88497a0a5491,387,375,-12,18,4,14,2025-09-11T12:25:13.820699,2025-09-11 12:25:13.432890,2025-09-11T12:25:13.825200,2025-09-11 12:25:13.450000,5
093ff858-df4e-4445-b089-fc338155b4b7,387,374,-13,22,7,15,2025-09-11T12:25:13.852680,2025-09-11 12:25:13.464840,2025-09-11T12:25:13.860093,2025-09-11 12:25:13.486000,8
4317bf31-227c-40c9-b828-034f5b8760cc,387,375,-11,17,4,13,2025-09-11T12:25:14.138877,2025-09-11 12:25:13.751490,2025-09-11T12:25:14.143163,2025-09-11 12:25:13.768000,5
803d0bee-4608-4d85-aab6-533543063730,387,376,-11,16,3,13,2025-09-11T12:25:14.822683,2025-09-11 12:25:14.434840,2025-09-11T12:25:14.826445,2025-09-11 12:25:14.450000,4
a5ab535e-be1a-41d2-8ee8-70dcd246c805,387,371,-16,22,5,17,2025-09-11T12:25:14.888372,2025-09-11 12:25:14.500500,2025-09-11T12:25:14.893684,2025-09-11 12:25:14.522000,5
c13a4b73-29a8-4c1a-baf3-cc8966ab344d,387,375,-12,17,3,14,2025-09-11T12:25:15.189185,2025-09-11 12:25:14.801550,2025-09-11T12:25:15.193170,2025-09-11 12:25:14.818000,4
afc47c0a-8414-4a64-9fd1-9647ead38feb,387,373,-14,20,5,15,2025-09-11T12:25:15.340292,2025-09-11 12:25:14.952750,2025-09-11T12:25:15.345879,2025-09-11 12:25:14.972000,5
07b777f9-2093-4d9d-a542-b9a8f685da87,387,370,-17,23,4,19,2025-09-11T12:25:15.361772,2025-09-11 12:25:14.973780,2025-09-11T12:25:15.366695,2025-09-11 12:25:14.996000,5
64b1afad-f08a-491b-b9ff-cd129e4c993d,387,368,-19,28,7,21,2025-09-11T12:25:18.468736,2025-09-11 12:25:18.080800,2025-09-11T12:25:18.476681,2025-09-11 12:25:18.108000,8
7356a5cc-2ad8-4575-abca-f263c2a2f947,387,374,-12,17,3,14,2025-09-11T12:25:18.652992,2025-09-11 12:25:18.265030,2025-09-11T12:25:18.656886,2025-09-11 12:25:18.282000,4
bdedcbbe-d24a-460d-9ebc-6e5eeb6f0b56,387,375,-12,17,3,14,2025-09-11T12:25:18.708129,2025-09-11 12:25:18.320940,2025-09-11T12:25:18.712072,2025-09-11 12:25:18.337000,4
2b73308e-201d-4327-b626-f7165201237b,387,375,-12,19,5,14,2025-09-11T12:25:19.394632,2025-09-11 12:25:19.006880,2025-09-11T12:25:19.400060,2025-09-11 12:25:19.025000,6
f3351740-bedd-4a0f-804b-be992941555f,387,374,-13,18,4,14,2025-09-11T12:25:19.415029,2025-09-11 12:25:19.027060,2025-09-11T12:25:19.419960,2025-09-11 12:25:19.045000,4
f83179ed-a7de-4737-88ba-d579519fc152,387,375,-12,17,4,13,2025-09-11T12:25:20.416606,2025-09-11 12:25:20.028650,2025-09-11T12:25:20.420731,2025-09-11 12:25:20.045000,4
4b439419-5586-4f28-8d3c-b7ccdad8f17e,387,375,-12,16,3,13,2025-09-11T12:25:23.513017,2025-09-11 12:25:23.125400,2025-09-11T12:25:23.516802,2025-09-11 12:25:23.141000,3
120ae8d6-6154-4990-8757-6c808b1ad083,387,371,-16,24,6,18,2025-09-11T12:25:23.879074,2025-09-11 12:25:23.491230,2025-09-11T12:25:23.886018,2025-09-11 12:25:23.515000,7
ddd4fafe-0493-4a87-80ea-4abf40893aa1,387,371,-16,22,5,17,2025-09-11T12:25:23.886763,2025-09-11 12:25:23.498850,2025-09-11T12:25:23.891968,2025-09-11 12:25:23.520000,5
fd81b8ef-aaf8-4d0d-be8b-9952a7962446,387,369,-18,24,5,19,2025-09-11T12:25:24.100139,2025-09-11 12:25:23.712200,2025-09-11T12:25:24.105542,2025-09-11 12:25:23.736000,5
b896655e-a3a2-4b67-b292-8645efa09e14,387,375,-12,17,3,14,2025-09-11T12:25:24.322361,2025-09-11 12:25:23.934460,2025-09-11T12:25:24.326153,2025-09-11 12:25:23.951000,4
0d7629c1-66ab-4659-9168-15b942345c50,387,374,-13,18,4,14,2025-09-11T12:25:24.483427,2025-09-11 12:25:24.095800,2025-09-11T12:25:24.487810,2025-09-11 12:25:24.113000,4
60b9b1da-3d9f-4a71-8359-ec687c5bdf99,387,371,-16,22,4,18,2025-09-11T12:25:25.080681,2025-09-11 12:25:24.692960,2025-09-11T12:25:25.085178,2025-09-11 12:25:24.714000,5
18e38a41-9895-4a64-a63d-088268cefd44,387,375,-11,17,4,13,2025-09-11T12:25:25.446955,2025-09-11 12:25:25.059440,2025-09-11T12:25:25.451222,2025-09-11 12:25:25.076000,5
64453010-6613-47f2-843f-fcbb96d9649b,387,373,-14,22,6,16,2025-09-11T12:25:26.307625,2025-09-11 12:25:25.919730,2025-09-11T12:25:26.314011,2025-09-11 12:25:25.941000,7
acc58f18-a260-4d27-965c-fdbf3c9c77cf,387,372,-15,21,5,16,2025-09-11T12:25:27.538054,2025-09-11 12:25:27.150070,2025-09-11T12:25:27.543709,2025-09-11 12:25:27.171000,5
b830d038-d9f1-4061-a4ae-30415e0d5b28,387,375,-11,17,4,13,2025-09-11T12:25:28.268625,2025-09-11 12:25:27.881260,2025-09-11T12:25:28.273057,2025-09-11 12:25:27.898000,5
890e552d-ad19-4281-81db-3e21aab8420b,387,373,-14,20,4,16,2025-09-11T12:25:28.548308,2025-09-11 12:25:28.160500,2025-09-11T12:25:28.553064,2025-09-11 12:25:28.180000,5
69b8c6c8-63e3-4852-9eeb-3d8cfc35710c,387,362,-24,31,5,26,2025-09-11T12:25:28.590970,2025-09-11 12:25:28.203070,2025-09-11T12:25:28.596704,2025-09-11 12:25:28.234000,6
57787acf-dd18-442d-9fa4-156717aa1e70,387,365,-21,28,5,23,2025-09-11T12:25:29.787787,2025-09-11 12:25:29.400320,2025-09-11T12:25:29.793340,2025-09-11 12:25:29.428000,6
511e5289-263e-4a00-8b44-b264a22ccba0,387,374,-12,18,4,14,2025-09-11T12:25:30.099801,2025-09-11 12:25:29.712260,2025-09-11T12:25:30.104344,2025-09-11 12:25:29.730000,5
dd91b0df-3d3d-4eb8-83ba-e1b37635cede,388,374,-13,19,4,15,2025-09-11T12:24:03.437960,2025-09-11 12:24:03.049570,2025-09-11T12:24:03.442485,2025-09-11 12:24:03.068000,5
bcf8feac-d53a-4cac-9a56-8498a6b7e57f,388,371,-16,26,8,18,2025-09-11T12:24:03.485943,2025-09-11 12:24:03.097560,2025-09-11T12:24:03.494158,2025-09-11 12:24:03.123000,9
b0cea8ee-7b6c-46a3-b7f3-205fdbbe9317,388,374,-14,19,3,16,2025-09-11T12:24:03.563223,2025-09-11 12:24:03.174610,2025-09-11T12:24:03.567195,2025-09-11 12:24:03.193000,4
66b08fb3-9ebf-495c-9527-92d222d4f628,388,375,-12,17,4,13,2025-09-11T12:24:03.793515,2025-09-11 12:24:03.405320,2025-09-11T12:24:03.797526,2025-09-11 12:24:03.422000,4
ea6ab6e5-1ff2-418b-9082-dd4f125175ae,388,375,-13,18,4,14,2025-09-11T12:24:03.810018,2025-09-11 12:24:03.421100,2025-09-11T12:24:03.814024,2025-09-11 12:24:03.439000,4
3adc0a62-6be0-4995-8c93-914247312d4c,388,373,-15,21,5,16,2025-09-11T12:24:03.825062,2025-09-11 12:24:03.436290,2025-09-11T12:24:03.830122,2025-09-11 12:24:03.457000,5
8de2baac-daad-4a7f-b024-404b475942cb,388,370,-18,25,6,19,2025-09-11T12:24:04.428135,2025-09-11 12:24:04.039310,2025-09-11T12:24:04.434394,2025-09-11 12:24:04.064000,6
6cd714f4-569e-428f-ad06-c386da625eb4,388,373,-15,22,5,17,2025-09-11T12:24:04.512817,2025-09-11 12:24:04.123960,2025-09-11T12:24:04.518329,2025-09-11 12:24:04.145000,6
27233c6f-1dd5-4311-976f-740bfda950a7,388,375,-12,17,3,14,2025-09-11T12:24:04.583502,2025-09-11 12:24:04.195330,2025-09-11T12:24:04.587342,2025-09-11 12:24:04.212000,4
d78f9388-017f-4412-8b44-ff28c5820b3a,388,375,-13,17,3,14,2025-09-11T12:24:04.601096,2025-09-11 12:24:04.212940,2025-09-11T12:24:04.604756,2025-09-11 12:24:04.229000,3
f458e5ec-bb76-4da4-a4e9-94d7ff8dae0d,388,374,-13,19,4,15,2025-09-11T12:24:04.629726,2025-09-11 12:24:04.241320,2025-09-11T12:24:04.634217,2025-09-11 12:24:04.260000,5
4c9a5484-fa64-4bdb-883f-b74a7a2b0905,388,375,-13,18,4,14,2025-09-11T12:24:04.645925,2025-09-11 12:24:04.257000,2025-09-11T12:24:04.650691,2025-09-11 12:24:04.275000,5
7b40b33b-a28f-46ae-bc12-f75074cecf11,388,375,-13,18,3,15,2025-09-11T12:24:04.706038,2025-09-11 12:24:04.317340,2025-09-11T12:24:04.710005,2025-09-11 12:24:04.335000,4
5646ad9f-2a96-4cce-ad0b-76df949decad,388,372,-15,22,5,17,2025-09-11T12:24:04.724868,2025-09-11 12:24:04.336030,2025-09-11T12:24:04.730098,2025-09-11 12:24:04.358000,6
b5a8e202-af5c-4a3c-a630-9a38ca1c44b9,388,372,-16,24,7,17,2025-09-11T12:24:04.748562,2025-09-11 12:24:04.359710,2025-09-11T12:24:04.755576,2025-09-11 12:24:04.383000,7
7caaee48-570c-4281-9bef-3df3a8aa08e9,388,374,-14,23,8,15,2025-09-11T12:24:04.769135,2025-09-11 12:24:04.380980,2025-09-11T12:24:04.777588,2025-09-11 12:24:04.403000,8
f91114b4-5840-4232-830e-5f428fb88cbd,388,374,-13,18,3,15,2025-09-11T12:24:04.845750,2025-09-11 12:24:04.457600,2025-09-11T12:24:04.849592,2025-09-11 12:24:04.475000,4
4be35a02-4986-4cd8-b980-182ee52fc1d9,388,375,-13,18,4,14,2025-09-11T12:24:04.925394,2025-09-11 12:24:04.536620,2025-09-11T12:24:04.929612,2025-09-11 12:24:04.554000,4
a67ce880-8adc-48ba-b192-a335f2c1b0eb,388,375,-12,17,3,14,2025-09-11T12:24:05.220452,2025-09-11 12:24:04.832150,2025-09-11T12:24:05.224043,2025-09-11 12:24:04.849000,4
cee00a90-5ab1-47c4-b042-ed99c3343b23,388,374,-14,19,3,16,2025-09-11T12:24:05.303132,2025-09-11 12:24:04.914660,2025-09-11T12:24:05.307110,2025-09-11 12:24:04.933000,4
4ae54eff-3013-45b5-b3dc-1370c9126708,388,373,-15,22,6,16,2025-09-11T12:24:05.323222,2025-09-11 12:24:04.934730,2025-09-11T12:24:05.329490,2025-09-11 12:24:04.956000,6
7aa04c26-1b4f-46b3-ac79-0482f538ff74,388,373,-14,20,4,16,2025-09-11T12:24:05.362833,2025-09-11 12:24:04.974200,2025-09-11T12:24:05.367738,2025-09-11 12:24:04.994000,5
ecaea176-fee7-4432-9e8f-92c94d621c12,388,376,-12,17,3,14,2025-09-11T12:24:05.406321,2025-09-11 12:24:05.017810,2025-09-11T12:24:05.410314,2025-09-11 12:24:05.034000,4
f9b6cc3b-579b-47b7-992d-0e6eaa1f8972,388,370,-18,25,5,20,2025-09-11T12:24:06.192269,2025-09-11 12:24:05.803280,2025-09-11T12:24:06.198230,2025-09-11 12:24:05.828000,6
177d92b3-60bf-4624-a709-ccef34bbf0ad,388,372,-16,21,4,17,2025-09-11T12:24:06.237100,2025-09-11 12:24:05.848270,2025-09-11T12:24:06.241416,2025-09-11 12:24:05.869000,4
64206c41-0611-419e-83d3-cdd79607e465,388,376,-12,18,4,14,2025-09-11T12:24:08.405168,2025-09-11 12:24:08.016290,2025-09-11T12:24:08.410007,2025-09-11 12:24:08.034000,5
a874ab1c-baad-472d-8bf7-7c4db29b2423,388,373,-15,20,4,16,2025-09-11T12:24:08.424922,2025-09-11 12:24:08.036000,2025-09-11T12:24:08.429374,2025-09-11 12:24:08.056000,5
83a93b14-eab1-49a1-9c1b-52360aeb48a8,388,373,-15,22,6,16,2025-09-11T12:24:08.425142,2025-09-11 12:24:08.036470,2025-09-11T12:24:08.431745,2025-09-11 12:24:08.058000,6
3fe016d2-44ba-4f3f-aed9-c36a22e12385,388,375,-12,18,4,14,2025-09-11T12:24:08.456968,2025-09-11 12:24:08.068350,2025-09-11T12:24:08.461463,2025-09-11 12:24:08.086000,5
4a4c0e6a-0b6d-42af-826d-8231d199049f,388,376,-11,18,5,13,2025-09-11T12:24:08.472887,2025-09-11 12:24:08.084170,2025-09-11T12:24:08.478486,2025-09-11 12:24:08.102000,6
5157c58a-4b25-4f35-a5d4-e9b1d75d9b01,388,361,-27,32,4,28,2025-09-11T12:24:08.504521,2025-09-11 12:24:08.115540,2025-09-11T12:24:08.508839,2025-09-11 12:24:08.147000,4
282a6f20-9bc9-4803-bd61-b7e019f806f8,388,375,-13,19,5,14,2025-09-11T12:24:08.546369,2025-09-11 12:24:08.157630,2025-09-11T12:24:08.551642,2025-09-11 12:24:08.176000,5
380e7ed2-62ee-4749-b4f9-74eaa1b8330b,388,375,-12,20,6,14,2025-09-11T12:24:08.555820,2025-09-11 12:24:08.167690,2025-09-11T12:24:08.562131,2025-09-11 12:24:08.187000,7
5abdfd13-4782-41a0-8d46-1b07e857386e,388,374,-14,21,5,16,2025-09-11T12:24:08.566775,2025-09-11 12:24:08.177820,2025-09-11T12:24:08.572019,2025-09-11 12:24:08.198000,6
2254c32d-b493-4baa-90da-3db32d160e65,388,373,-14,19,4,15,2025-09-11T12:24:08.576584,2025-09-11 12:24:08.188150,2025-09-11T12:24:08.580855,2025-09-11 12:24:08.207000,4
