request_id,delta_started_at_vs_object_id_ms,delta_finished_at_vs_response_end_ms,delta_job_duration_vs_object_to_response_end_ms,locust_response_time_ms,db_duration_ms,delta_resp_vs_db_ms,started_at,object_id,finished_at,response_end,job_duration
24f32148-37fe-4047-b7f4-92a94b3fafa3,391,375,-16,24,6,18,2025-09-11T12:28:53.762446,2025-09-11 12:28:53.370470,2025-09-11T12:28:53.769093,2025-09-11 12:28:53.394000,7
0a5f20b4-d28e-4d64-8e3f-69df42878aef,391,377,-13,19,4,15,2025-09-11T12:28:53.839925,2025-09-11 12:28:53.448580,2025-09-11T12:28:53.844291,2025-09-11 12:28:53.467000,5
b8885626-9494-4b2d-9ab1-5db3b7753ef2,391,376,-14,20,4,16,2025-09-11T12:28:54.164890,2025-09-11 12:28:53.773480,2025-09-11T12:28:54.169623,2025-09-11 12:28:53.793000,5
588e3927-2058-422f-b70d-972aeedde1bb,391,378,-13,17,3,14,2025-09-11T12:28:54.193154,2025-09-11 12:28:53.801850,2025-09-11T12:28:54.196717,2025-09-11 12:28:53.818000,3
02f8b9b8-c576-4dbc-aac1-80264e87ed60,391,378,-12,18,4,14,2025-09-11T12:28:54.341947,2025-09-11 12:28:53.950200,2025-09-11T12:28:54.346922,2025-09-11 12:28:53.968000,5
7ce53290-f65f-44f1-b00e-5cd1bb24f8ce,391,378,-12,17,4,13,2025-09-11T12:28:54.360471,2025-09-11 12:28:53.969140,2025-09-11T12:28:54.364763,2025-09-11 12:28:53.986000,4
9219e49f-1852-42e6-8ce5-3e314ba1e4bc,391,378,-12,17,4,13,2025-09-11T12:28:54.375763,2025-09-11 12:28:53.984040,2025-09-11T12:28:54.379831,2025-09-11 12:28:54.001000,4
afd08cb1-4e4c-41fb-bd73-f7bf20cc9e5d,391,378,-12,17,4,13,2025-09-11T12:28:54.391578,2025-09-11 12:28:54.000090,2025-09-11T12:28:54.395709,2025-09-11 12:28:54.017000,4
f5f4e810-6cc2-4f8a-a78c-43af75f2549d,391,378,-13,18,4,14,2025-09-11T12:28:54.527468,2025-09-11 12:28:54.135590,2025-09-11T12:28:54.531980,2025-09-11 12:28:54.153000,4
86589ce1-b24b-49d4-863b-f1cb70bfa2a6,391,378,-13,18,3,15,2025-09-11T12:28:54.546715,2025-09-11 12:28:54.154770,2025-09-11T12:28:54.550490,2025-09-11 12:28:54.172000,4
bb38fd9c-43ea-46d7-852e-dd1a4861828c,391,379,-12,17,3,14,2025-09-11T12:28:54.767223,2025-09-11 12:28:54.375490,2025-09-11T12:28:54.771103,2025-09-11 12:28:54.392000,4
b36bf4b6-8a31-47ea-a4c9-9258da1eca17,391,376,-15,22,5,17,2025-09-11T12:28:54.949756,2025-09-11 12:28:54.557800,2025-09-11T12:28:54.955714,2025-09-11 12:28:54.579000,6
e8dd712e-3549-4e1e-b40c-018214fc7fdf,391,379,-11,17,4,13,2025-09-11T12:28:54.978913,2025-09-11 12:28:54.587320,2025-09-11T12:28:54.983833,2025-09-11 12:28:54.604000,5
b65ff62f-b64d-4c98-bf07-758796aa1bbf,391,379,-12,17,4,13,2025-09-11T12:28:55.533159,2025-09-11 12:28:55.141480,2025-09-11T12:28:55.537512,2025-09-11 12:28:55.158000,4
0f9742ac-db90-4234-b243-7f29c860dfa0,391,372,-19,24,4,20,2025-09-11T12:28:55.596269,2025-09-11 12:28:55.204340,2025-09-11T12:28:55.600804,2025-09-11 12:28:55.228000,4
a0ce7de3-aaab-47dc-bacd-fbdf0c64d526,391,373,-18,24,4,20,2025-09-11T12:28:55.641754,2025-09-11 12:28:55.249950,2025-09-11T12:28:55.646264,2025-09-11 12:28:55.273000,5
604fd619-c654-4628-b2be-f1744811118c,391,378,-13,18,4,14,2025-09-11T12:28:55.697003,2025-09-11 12:28:55.305450,2025-09-11T12:28:55.701414,2025-09-11 12:28:55.323000,4
d2a865e3-8a30-4a13-8528-fb3b6c11d0f4,391,377,-14,20,4,16,2025-09-11T12:28:59.017501,2025-09-11 12:28:58.625770,2025-09-11T12:28:59.022301,2025-09-11 12:28:58.645000,5
f706661c-2c0c-481f-8d27-5eb377f00c9d,391,378,-12,18,4,14,2025-09-11T12:28:59.538981,2025-09-11 12:28:59.147210,2025-09-11T12:28:59.543413,2025-09-11 12:28:59.165000,5
e19ac5b8-8355-4b5a-a199-aab2c64cf8d4,391,377,-14,19,4,15,2025-09-11T12:28:59.601762,2025-09-11 12:28:59.209890,2025-09-11T12:28:59.605879,2025-09-11 12:28:59.228000,4
61eec6a4-cf80-4095-8b47-b85e48261994,391,375,-16,21,4,17,2025-09-11T12:28:59.617117,2025-09-11 12:28:59.225520,2025-09-11T12:28:59.621920,2025-09-11 12:28:59.246000,4
f35270cd-d748-42c3-8ed9-81e7f1077117,391,378,-13,18,4,14,2025-09-11T12:28:59.725735,2025-09-11 12:28:59.333870,2025-09-11T12:28:59.729735,2025-09-11 12:28:59.351000,4
77b658cd-6523-4f3d-9fc3-9df44788411d,391,374,-17,22,4,18,2025-09-11T12:28:59.744072,2025-09-11 12:28:59.352210,2025-09-11T12:28:59.748382,2025-09-11 12:28:59.374000,4
a44a2d25-dcac-4160-a4c2-ca59db8da7e0,391,376,-15,20,3,17,2025-09-11T12:29:00.405658,2025-09-11 12:29:00.013770,2025-09-11T12:29:00.409312,2025-09-11 12:29:00.033000,4
5db0c0e3-cea8-42a3-b332-776bafe88f91,391,377,-14,18,3,15,2025-09-11T12:29:00.622043,2025-09-11 12:29:00.230470,2025-09-11T12:29:00.625922,2025-09-11 12:29:00.248000,3
31f0693b-7a1d-408f-8d7f-e35ba1aaa015,392,378,-13,17,3,14,2025-09-11T12:28:46.802414,2025-09-11 12:28:46.410130,2025-09-11T12:28:46.805946,2025-09-11 12:28:46.427000,3
9d19e45b-1b08-4bb6-a457-43e42ba1b8f2,392,378,-14,19,4,15,2025-09-11T12:28:46.865128,2025-09-11 12:28:46.472330,2025-09-11T12:28:46.869690,2025-09-11 12:28:46.491000,4
27e362c5-baf3-4a17-80b4-6fe61886fec3,392,377,-15,21,4,17,2025-09-11T12:28:46.944292,2025-09-11 12:28:46.551580,2025-09-11T12:28:46.949220,2025-09-11 12:28:46.572000,5
54ffd247-59c1-4ca9-b16c-85d744046781,392,376,-15,20,4,16,2025-09-11T12:28:47.008474,2025-09-11 12:28:46.616220,2025-09-11T12:28:47.012959,2025-09-11 12:28:46.636000,4
d9be0f34-085c-4601-a04c-ccb00ca4ff86,392,378,-14,20,5,15,2025-09-11T12:28:47.024450,2025-09-11 12:28:46.631500,2025-09-11T12:28:47.029520,2025-09-11 12:28:46.651000,5
d7381ccb-1d73-469f-b387-dd64945df0a6,392,373,-18,26,6,20,2025-09-11T12:28:47.645912,2025-09-11 12:28:47.253230,2025-09-11T12:28:47.652218,2025-09-11 12:28:47.279000,7
66160fe4-56e6-4470-b2bb-305cae927095,392,379,-12,18,4,14,2025-09-11T12:28:48.297693,2025-09-11 12:28:47.905410,2025-09-11T12:28:48.302047,2025-09-11 12:28:47.923000,5
3be638f5-20bf-4935-b955-eeeb8911f5a6,392,377,-14,19,4,15,2025-09-11T12:28:48.312501,2025-09-11 12:28:47.920400,2025-09-11T12:28:48.316651,2025-09-11 12:28:47.939000,4
856f9c1b-4119-4cbb-b643-6609eafd7fc2,392,379,-12,17,4,13,2025-09-11T12:28:48.343533,2025-09-11 12:28:47.951450,2025-09-11T12:28:48.347704,2025-09-11 12:28:47.968000,4
89ae77b0-395b-422e-8257-3de871c1c537,392,377,-14,20,4,16,2025-09-11T12:28:48.467735,2025-09-11 12:28:48.075650,2025-09-11T12:28:48.472715,2025-09-11 12:28:48.095000,5
0a403f6d-b8bb-4512-840d-a33933b048d3,392,377,-15,20,4,16,2025-09-11T12:28:48.512187,2025-09-11 12:28:48.119930,2025-09-11T12:28:48.516433,2025-09-11 12:28:48.139000,4
be682063-2d9f-491c-b28e-2a1c8e56a59b,392,375,-17,23,5,18,2025-09-11T12:28:48.571577,2025-09-11 12:28:48.178970,2025-09-11T12:28:48.576605,2025-09-11 12:28:48.201000,5
b3bb5427-ac79-4a1c-864e-663799a67e59,392,373,-18,25,6,19,2025-09-11T12:28:48.667671,2025-09-11 12:28:48.275560,2025-09-11T12:28:48.673694,2025-09-11 12:28:48.300000,6
7defd080-28c3-439c-9b5b-66fd6fa22a4b,392,370,-22,29,5,24,2025-09-11T12:28:48.667502,2025-09-11 12:28:48.274820,2025-09-11T12:28:48.673431,2025-09-11 12:28:48.303000,6
5dcc9436-4912-4543-bd1f-64a76ae104b1,392,378,-13,19,4,15,2025-09-11T12:28:48.874856,2025-09-11 12:28:48.482830,2025-09-11T12:28:48.879600,2025-09-11 12:28:48.501000,5
808ff1b2-d80d-44a2-abe1-6087db02e8b1,392,378,-13,18,4,14,2025-09-11T12:28:48.892447,2025-09-11 12:28:48.500060,2025-09-11T12:28:48.896676,2025-09-11 12:28:48.518000,4
5b3c53a7-4de0-4a84-a7ec-6066c174b5c2,392,377,-14,20,5,15,2025-09-11T12:28:48.892599,2025-09-11 12:28:48.500570,2025-09-11T12:28:48.897931,2025-09-11 12:28:48.520000,5
a2fb60d7-cbf3-4598-b10d-8ba7491fc225,392,378,-14,18,3,15,2025-09-11T12:28:48.960338,2025-09-11 12:28:48.567940,2025-09-11T12:28:48.963951,2025-09-11 12:28:48.585000,3
a6036b01-c46b-453c-bd36-30f9e80a7b14,392,377,-14,19,4,15,2025-09-11T12:28:49.190266,2025-09-11 12:28:48.798070,2025-09-11T12:28:49.194774,2025-09-11 12:28:48.817000,4
ed5d7cad-8a0b-4532-9812-3e8bbddead22,392,377,-14,21,5,16,2025-09-11T12:28:49.190803,2025-09-11 12:28:48.798640,2025-09-11T12:28:49.196544,2025-09-11 12:28:48.819000,6
38033110-00f2-4528-aee3-f3e5b6d244a8,392,365,-27,33,5,28,2025-09-11T12:28:49.206595,2025-09-11 12:28:48.813940,2025-09-11T12:28:49.211908,2025-09-11 12:28:48.846000,5
58510de1-568b-49d4-893b-5d804241b49b,392,366,-26,33,6,27,2025-09-11T12:28:49.482098,2025-09-11 12:28:49.089770,2025-09-11T12:28:49.488417,2025-09-11 12:28:49.122000,6
8ec1a223-3427-4539-a692-3ae529b1b122,392,376,-16,22,5,17,2025-09-11T12:28:49.538540,2025-09-11 12:28:49.145990,2025-09-11T12:28:49.543767,2025-09-11 12:28:49.167000,5
60e2cf50-33a1-4ef5-b808-3c56b20e1bcd,392,377,-15,21,4,17,2025-09-11T12:28:49.705600,2025-09-11 12:28:49.312750,2025-09-11T12:28:49.710426,2025-09-11 12:28:49.333000,5
e9d1291d-cf1d-4bc5-8e4f-f8bbf79760a6,392,375,-16,23,5,18,2025-09-11T12:28:49.705538,2025-09-11 12:28:49.313260,2025-09-11T12:28:49.711453,2025-09-11 12:28:49.336000,6
b6d8298b-7c52-43b6-b5a6-219c3a13e087,392,373,-19,25,5,20,2025-09-11T12:28:49.706490,2025-09-11 12:28:49.313730,2025-09-11T12:28:49.711876,2025-09-11 12:28:49.338000,5
c1efa3a7-6611-4a73-a301-b8c51033e1be,392,377,-14,20,5,15,2025-09-11T12:28:49.737201,2025-09-11 12:28:49.345150,2025-09-11T12:28:49.742924,2025-09-11 12:28:49.365000,5
2cdf88b7-53c0-45cd-88fb-fc8a5db8054e,392,375,-17,22,4,18,2025-09-11T12:28:49.748010,2025-09-11 12:28:49.355470,2025-09-11T12:28:49.752829,2025-09-11 12:28:49.377000,4
52f69d49-a6f8-4b20-80ae-6474a107fd63,392,378,-13,21,6,15,2025-09-11T12:28:49.859814,2025-09-11 12:28:49.467240,2025-09-11T12:28:49.866394,2025-09-11 12:28:49.488000,7
3c8fc674-d625-4f28-a183-1a70a2012407,392,377,-15,22,6,16,2025-09-11T12:28:49.910183,2025-09-11 12:28:49.517240,2025-09-11T12:28:49.916286,2025-09-11 12:28:49.539000,6
a4ad7f2c-04d7-4c54-b7cf-2d8ae6402e8c,392,376,-15,22,5,17,2025-09-11T12:28:49.944940,2025-09-11 12:28:49.552910,2025-09-11T12:28:49.950457,2025-09-11 12:28:49.574000,6
01a1599c-e17a-4f84-bc8f-2971cfaea0a1,392,378,-14,18,4,14,2025-09-11T12:28:49.985074,2025-09-11 12:28:49.593000,2025-09-11T12:28:49.989358,2025-09-11 12:28:49.611000,4
5de4a61e-d8ab-4e48-b528-6842aad35c01,392,374,-18,25,6,19,2025-09-11T12:28:50.021297,2025-09-11 12:28:49.628790,2025-09-11T12:28:50.027435,2025-09-11 12:28:49.653000,6
e389c23e-0810-4039-a0e9-bbebe5a5c6fe,392,377,-15,21,4,17,2025-09-11T12:28:50.099305,2025-09-11 12:28:49.706520,2025-09-11T12:28:50.104198,2025-09-11 12:28:49.727000,5
831d8fe6-b43a-42c3-b1ec-69d485f15483,392,376,-15,22,5,17,2025-09-11T12:28:50.099430,2025-09-11 12:28:49.707070,2025-09-11T12:28:50.105094,2025-09-11 12:28:49.729000,6
40dab69d-1a3c-4666-9c04-3d3fd2e5a6aa,392,378,-14,19,4,15,2025-09-11T12:28:50.140047,2025-09-11 12:28:49.747180,2025-09-11T12:28:50.144251,2025-09-11 12:28:49.766000,4
0240472f-d44b-42c6-a995-dedf4f478107,392,379,-12,18,4,14,2025-09-11T12:28:50.232893,2025-09-11 12:28:49.840030,2025-09-11T12:28:50.237057,2025-09-11 12:28:49.858000,5
28d97c94-8d94-4610-84c3-7edb90dba207,392,378,-14,19,4,15,2025-09-11T12:28:50.248464,2025-09-11 12:28:49.855990,2025-09-11T12:28:50.252666,2025-09-11 12:28:49.874000,4
7ca6599f-abd6-438d-8b1d-14e155ad9636,392,378,-13,19,5,14,2025-09-11T12:28:50.279657,2025-09-11 12:28:49.887040,2025-09-11T12:28:50.284759,2025-09-11 12:28:49.906000,5
3eb339b0-46d9-4b91-ab5a-133613452f14,392,372,-20,27,5,22,2025-09-11T12:28:50.295866,2025-09-11 12:28:49.902990,2025-09-11T12:28:50.301593,2025-09-11 12:28:49.929000,6
c7014361-b3e2-4830-8d4f-1337f2e19d04,392,376,-16,23,6,17,2025-09-11T12:28:50.450470,2025-09-11 12:28:50.057760,2025-09-11T12:28:50.456624,2025-09-11 12:28:50.080000,6
166aeb68-3c7a-4f7a-98af-a68c80c26c1c,392,378,-13,18,4,14,2025-09-11T12:28:50.482634,2025-09-11 12:28:50.090010,2025-09-11T12:28:50.486780,2025-09-11 12:28:50.108000,4
bad9c31d-f12c-4d80-bf4a-67e175a06af2,392,377,-14,21,5,16,2025-09-11T12:28:50.731954,2025-09-11 12:28:50.339090,2025-09-11T12:28:50.737487,2025-09-11 12:28:50.360000,6
f68e41b1-8c96-4626-9794-fdd127d42b2e,392,373,-18,25,6,19,2025-09-11T12:28:50.784806,2025-09-11 12:28:50.392170,2025-09-11T12:28:50.790986,2025-09-11 12:28:50.417000,6
56b41ac8-6af9-4ff9-9ed4-242f55255295,392,376,-16,22,5,17,2025-09-11T12:28:51.084879,2025-09-11 12:28:50.691890,2025-09-11T12:28:51.089915,2025-09-11 12:28:50.713000,5
ebc0969e-0559-4327-8993-1c9b9b3792fe,392,375,-16,22,5,17,2025-09-11T12:28:52.073506,2025-09-11 12:28:51.681130,2025-09-11T12:28:52.078871,2025-09-11 12:28:51.703000,5
9e9f4d66-df47-4a07-9eea-b0ac470abc14,392,373,-18,27,7,20,2025-09-11T12:28:52.094829,2025-09-11 12:28:51.702160,2025-09-11T12:28:52.102536,2025-09-11 12:28:51.729000,8
8642a13f-f56a-431f-bb11-2c94b131065b,392,376,-15,22,5,17,2025-09-11T12:28:52.234327,2025-09-11 12:28:51.842270,2025-09-11T12:28:52.240184,2025-09-11 12:28:51.864000,6
31e19e31-f66a-4f84-b179-03caece4a766,392,377,-14,20,4,16,2025-09-11T12:28:52.878585,2025-09-11 12:28:52.486030,2025-09-11T12:28:52.883527,2025-09-11 12:28:52.506000,5
980ccda1-ecb5-4583-a623-76ad7c092e49,392,378,-13,20,5,15,2025-09-11T12:28:52.958607,2025-09-11 12:28:52.566080,2025-09-11T12:28:52.964112,2025-09-11 12:28:52.586000,6
da1cf76c-e98a-4dc3-935f-f6b5ba18fa93,392,374,-18,25,6,19,2025-09-11T12:28:53.180076,2025-09-11 12:28:52.787640,2025-09-11T12:28:53.186692,2025-09-11 12:28:52.812000,6
8d057d7a-3fe7-4885-a6f8-763716e4cb23,392,376,-16,23,6,17,2025-09-11T12:28:53.222535,2025-09-11 12:28:52.829600,2025-09-11T12:28:53.228795,2025-09-11 12:28:52.852000,6
212d214f-2695-4583-98f8-be37ed7cb56e,392,378,-13,18,4,14,2025-09-11T12:28:53.445403,2025-09-11 12:28:53.053120,2025-09-11T12:28:53.449461,2025-09-11 12:28:53.071000,4
4c966a8b-50c8-4611-9f9c-6ed4bc0e8a85,392,376,-15,21,4,17,2025-09-11T12:28:53.460921,2025-09-11 12:28:53.068140,2025-09-11T12:28:53.465702,2025-09-11 12:28:53.089000,5
00b9a918-71d3-4d95-a092-499514177551,392,378,-13,19,5,14,2025-09-11T12:28:53.585635,2025-09-11 12:28:53.193320,2025-09-11T12:28:53.590773,2025-09-11 12:28:53.212000,5
170b637c-b3c1-4f9b-8972-7708cc11bb27,392,376,-16,23,6,17,2025-09-11T12:28:53.741305,2025-09-11 12:28:53.348910,2025-09-11T12:28:53.747968,2025-09-11 12:28:53.371000,6
d2283a70-f25a-44c5-b206-708b1fb836bb,392,376,-16,21,4,17,2025-09-11T12:28:53.804007,2025-09-11 12:28:53.411020,2025-09-11T12:28:53.808787,2025-09-11 12:28:53.432000,4
eeb18c13-20b0-49e6-996c-16a84c78f7fa,392,373,-18,26,6,20,2025-09-11T12:28:54.105734,2025-09-11 12:28:53.713320,2025-09-11T12:28:54.112353,2025-09-11 12:28:53.739000,7
1d765c83-288e-499e-a007-dfb5138196b3,392,376,-16,23,5,18,2025-09-11T12:28:54.212247,2025-09-11 12:28:53.819690,2025-09-11T12:28:54.218013,2025-09-11 12:28:53.842000,6
b435bb8b-afc9-43df-a178-f338fa0b4582,392,376,-15,22,5,17,2025-09-11T12:28:54.424795,2025-09-11 12:28:54.032090,2025-09-11T12:28:54.430119,2025-09-11 12:28:54.054000,6
a6a311e9-4723-4f73-9d3c-2dac6f2b3660,392,374,-18,25,6,19,2025-09-11T12:28:54.425265,2025-09-11 12:28:54.032800,2025-09-11T12:28:54.431303,2025-09-11 12:28:54.057000,6
f457de84-5847-482b-9f47-d72c026349c7,392,378,-13,18,4,14,2025-09-11T12:28:54.464181,2025-09-11 12:28:54.072030,2025-09-11T12:28:54.468595,2025-09-11 12:28:54.090000,4
5bf9ab0c-8292-4808-b68d-631b741f88eb,392,379,-12,17,3,14,2025-09-11T12:28:54.669617,2025-09-11 12:28:54.277270,2025-09-11T12:28:54.673485,2025-09-11 12:28:54.294000,4
d627b2af-78e4-4bc9-a1c5-8fc3cc8b878a,392,378,-14,18,3,15,2025-09-11T12:28:54.685156,2025-09-11 12:28:54.292970,2025-09-11T12:28:54.688936,2025-09-11 12:28:54.310000,3
5d581501-163b-4a1b-8212-31c96daae41c,392,378,-14,19,4,15,2025-09-11T12:28:54.701436,2025-09-11 12:28:54.308700,2025-09-11T12:28:54.705594,2025-09-11 12:28:54.327000,4
f1bba615-0db5-4a0b-87c0-fa6c735457e4,392,377,-14,20,4,16,2025-09-11T12:28:54.810790,2025-09-11 12:28:54.418420,2025-09-11T12:28:54.815769,2025-09-11 12:28:54.438000,5
d5c7c874-a8ae-4d9c-9df8-ad7a8395cdd5,392,378,-14,20,4,16,2025-09-11T12:28:54.929343,2025-09-11 12:28:54.536690,2025-09-11T12:28:54.934067,2025-09-11 12:28:54.556000,5
d5231d4f-653b-4bd5-a6f9-d2069bb1ec27,392,378,-13,19,4,15,2025-09-11T12:28:54.949756,2025-09-11 12:28:54.557290,2025-09-11T12:28:54.954290,2025-09-11 12:28:54.576000,5
92046451-5552-44be-9498-57165fcb35cb,392,378,-14,18,3,15,2025-09-11T12:28:54.970124,2025-09-11 12:28:54.577580,2025-09-11T12:28:54.973720,2025-09-11 12:28:54.595000,3
40aca347-b0a4-498f-a1fa-9a600b328698,392,378,-13,18,4,14,2025-09-11T12:28:54.997475,2025-09-11 12:28:54.605410,2025-09-11T12:28:55.001677,2025-09-11 12:28:54.623000,4
7f35e8ec-f36b-41a4-9c54-51eef5d92fc8,392,379,-13,18,4,14,2025-09-11T12:28:55.042057,2025-09-11 12:28:54.649070,2025-09-11T12:28:55.046078,2025-09-11 12:28:54.667000,4
5c31e039-1f22-4955-aee9-e996dc5e430b,392,379,-12,18,4,14,2025-09-11T12:28:55.103975,2025-09-11 12:28:54.711610,2025-09-11T12:28:55.108298,2025-09-11 12:28:54.729000,5
adcd7a75-f7e6-4fdf-a1ca-096d3557a99a,392,378,-13,18,3,15,2025-09-11T12:28:55.119343,2025-09-11 12:28:54.727170,2025-09-11T12:28:55.123200,2025-09-11 12:28:54.745000,4
7b283616-9aad-426f-8bb0-d5e555484b72,392,373,-19,24,4,20,2025-09-11T12:28:55.235019,2025-09-11 12:28:54.842490,2025-09-11T12:28:55.239722,2025-09-11 12:28:54.866000,4
b7ac9617-4d84-471c-8afc-5b02423a9018,392,379,-13,19,4,15,2025-09-11T12:28:55.276219,2025-09-11 12:28:54.883290,2025-09-11T12:28:55.281114,2025-09-11 12:28:54.902000,5
477de30a-3a27-4884-a528-fac0f35a78e2,392,377,-14,21,5,16,2025-09-11T12:28:55.290921,2025-09-11 12:28:54.898150,2025-09-11T12:28:55.296437,2025-09-11 12:28:54.919000,6
791b4a10-0d65-4da1-bf2c-a9e99e904c48,392,373,-19,26,6,20,2025-09-11T12:28:56.887038,2025-09-11 12:28:56.494190,2025-09-11T12:28:56.893128,2025-09-11 12:28:56.520000,6
