request_id,delta_started_at_vs_object_id_ms,delta_finished_at_vs_response_end_ms,delta_job_duration_vs_object_to_response_end_ms,locust_response_time_ms,db_duration_ms,delta_resp_vs_db_ms,started_at,object_id,finished_at,response_end,job_duration
f3004f49-573e-4207-908f-87e2d3652438,365,350,-14,21,5,16,2025-09-11T12:08:28.539915,2025-09-11 12:08:28.174370,2025-09-11T12:08:28.545083,2025-09-11 12:08:28.195000,6
0843408b-2fb1-4122-a0e9-65d9520622f8,365,351,-14,19,4,15,2025-09-11T12:08:28.560006,2025-09-11 12:08:28.194180,2025-09-11T12:08:28.564407,2025-09-11 12:08:28.213000,4
769ca433-57c9-454b-8510-63ef5e9fcbd9,365,352,-12,18,4,14,2025-09-11T12:08:28.575880,2025-09-11 12:08:28.210040,2025-09-11T12:08:28.580364,2025-09-11 12:08:28.228000,5
9775ed23-2f9d-4c22-9f43-cb72a6269bbe,365,352,-12,17,4,13,2025-09-11T12:08:29.269430,2025-09-11 12:08:28.904090,2025-09-11T12:08:29.273451,2025-09-11 12:08:28.921000,4
dc6dedcf-c2b8-4d23-b8b3-b76ade7b46ae,365,353,-11,17,4,13,2025-09-11T12:08:29.460703,2025-09-11 12:08:29.095380,2025-09-11T12:08:29.465037,2025-09-11 12:08:29.112000,5
ed5ab1a3-f4de-44cc-a58c-46d6f52c2aa2,365,353,-12,17,3,14,2025-09-11T12:08:29.646101,2025-09-11 12:08:29.280360,2025-09-11T12:08:29.650017,2025-09-11 12:08:29.297000,4
6d1a3517-03d4-4ec0-ba90-21223119ed8e,365,352,-13,17,3,14,2025-09-11T12:08:29.849063,2025-09-11 12:08:29.483120,2025-09-11T12:08:29.852857,2025-09-11 12:08:29.500000,3
030ec892-94e2-4aac-b580-2ced5aa94b18,365,352,-13,18,3,15,2025-09-11T12:08:29.879422,2025-09-11 12:08:29.513760,2025-09-11T12:08:29.883416,2025-09-11 12:08:29.531000,4
ece58425-120f-4c56-b6dc-9bfa1ea0d119,365,352,-13,19,4,15,2025-09-11T12:08:30.258311,2025-09-11 12:08:29.892860,2025-09-11T12:08:30.263141,2025-09-11 12:08:29.911000,5
06f82bb9-3964-4980-b0d4-c18f669afcd8,365,347,-18,22,3,19,2025-09-11T12:08:30.353047,2025-09-11 12:08:29.987140,2025-09-11T12:08:30.356903,2025-09-11 12:08:30.009000,3
f4013cbd-bcf7-4fcc-a434-41293a18e5ca,365,352,-13,18,4,14,2025-09-11T12:08:30.406875,2025-09-11 12:08:30.040900,2025-09-11T12:08:30.410905,2025-09-11 12:08:30.058000,4
61edb175-3e52-4eca-98f4-12f2669b354f,365,352,-13,18,4,14,2025-09-11T12:08:30.437150,2025-09-11 12:08:30.071470,2025-09-11T12:08:30.441806,2025-09-11 12:08:30.089000,4
8dec1fe7-97b8-4563-89ca-70f7048deee1,365,351,-14,20,5,15,2025-09-11T12:08:30.543432,2025-09-11 12:08:30.177900,2025-09-11T12:08:30.548805,2025-09-11 12:08:30.197000,5
be343218-55a8-400b-a620-9fcc29afa538,365,350,-15,20,4,16,2025-09-11T12:08:30.837419,2025-09-11 12:08:30.471860,2025-09-11T12:08:30.841580,2025-09-11 12:08:30.491000,4
85d7b8df-4fce-4ac2-9020-b50470516904,365,352,-13,18,4,14,2025-09-11T12:08:30.884082,2025-09-11 12:08:30.518210,2025-09-11T12:08:30.888484,2025-09-11 12:08:30.536000,4
435daa15-5e14-4178-ad36-2b8abba596e4,365,350,-15,21,4,17,2025-09-11T12:08:30.937478,2025-09-11 12:08:30.571960,2025-09-11T12:08:30.942425,2025-09-11 12:08:30.592000,5
98aae6fc-9523-4d69-8987-ea82eb594133,365,349,-16,21,4,17,2025-09-11T12:08:31.217024,2025-09-11 12:08:30.851630,2025-09-11T12:08:31.221425,2025-09-11 12:08:30.872000,4
75ff061a-0fd5-4a25-ba52-950a12878e02,365,350,-15,20,4,16,2025-09-11T12:08:31.516355,2025-09-11 12:08:31.150640,2025-09-11T12:08:31.520969,2025-09-11 12:08:31.170000,4
1745ff7f-af7a-430b-a7bc-dae0e862c650,365,352,-13,19,4,15,2025-09-11T12:08:32.019478,2025-09-11 12:08:31.653510,2025-09-11T12:08:32.024008,2025-09-11 12:08:31.672000,5
34eb6762-8163-450a-a769-6ee5feeb1a02,365,351,-14,20,5,15,2025-09-11T12:08:32.030009,2025-09-11 12:08:31.664130,2025-09-11T12:08:32.035424,2025-09-11 12:08:31.684000,5
15d2d462-7002-4c0f-ae14-ab8c2acdb44e,365,351,-13,19,5,14,2025-09-11T12:08:32.059568,2025-09-11 12:08:31.694070,2025-09-11T12:08:32.064942,2025-09-11 12:08:31.713000,5
785bda08-8628-4718-bc7d-fefc50a14907,365,351,-14,19,4,15,2025-09-11T12:08:32.158099,2025-09-11 12:08:31.792460,2025-09-11T12:08:32.162619,2025-09-11 12:08:31.811000,4
7de973c8-9209-4608-a61c-740151e0f76f,365,349,-15,21,4,17,2025-09-11T12:08:32.600967,2025-09-11 12:08:32.235270,2025-09-11T12:08:32.605237,2025-09-11 12:08:32.256000,5
36c96d6b-6a56-4708-a08b-66415d410400,365,349,-16,22,5,17,2025-09-11T12:08:32.668447,2025-09-11 12:08:32.302450,2025-09-11T12:08:32.673473,2025-09-11 12:08:32.324000,5
7894ae60-2bcf-415e-b128-3d5ee6c6e0ff,365,347,-18,24,4,20,2025-09-11T12:08:32.925788,2025-09-11 12:08:32.559950,2025-09-11T12:08:32.930059,2025-09-11 12:08:32.583000,5
236edd30-beea-4fa0-be57-8ccfca1ef66a,365,351,-13,18,3,15,2025-09-11T12:08:32.947923,2025-09-11 12:08:32.582250,2025-09-11T12:08:32.951896,2025-09-11 12:08:32.600000,4
13d6159e-6cfd-412b-9ea4-3c302900e99c,365,353,-12,17,4,13,2025-09-11T12:08:32.996060,2025-09-11 12:08:32.630590,2025-09-11T12:08:33.000123,2025-09-11 12:08:32.647000,4
34d836b2-2256-4bf1-a7e7-d5cacaebdb15,365,353,-11,16,3,13,2025-09-11T12:08:33.011632,2025-09-11 12:08:32.646360,2025-09-11T12:08:33.015285,2025-09-11 12:08:32.662000,4
3c9fed7b-fd2b-4726-be01-bbe9a987f1d5,365,352,-13,18,3,15,2025-09-11T12:08:33.075358,2025-09-11 12:08:32.709840,2025-09-11T12:08:33.079119,2025-09-11 12:08:32.727000,4
9c739dc4-da9d-4455-8b8e-9e7e985c9fd6,365,352,-13,18,3,15,2025-09-11T12:08:33.091595,2025-09-11 12:08:32.725850,2025-09-11T12:08:33.095489,2025-09-11 12:08:32.743000,4
773dd57b-2d85-4908-a37c-d59c7be051b2,365,351,-13,18,3,15,2025-09-11T12:08:33.121768,2025-09-11 12:08:32.756270,2025-09-11T12:08:33.125562,2025-09-11 12:08:32.774000,4
1d186e03-b839-4e73-90bf-76c63f9fb3b9,365,351,-14,20,5,15,2025-09-11T12:08:33.410355,2025-09-11 12:08:33.044720,2025-09-11T12:08:33.415548,2025-09-11 12:08:33.064000,5
e675d035-5313-4069-a3bf-a9adb5a2d05f,365,351,-14,19,4,15,2025-09-11T12:08:33.650451,2025-09-11 12:08:33.284490,2025-09-11T12:08:33.654879,2025-09-11 12:08:33.303000,4
8e501d54-dc79-4c21-afe8-30e04e696730,365,352,-13,18,3,15,2025-09-11T12:08:34.174219,2025-09-11 12:08:33.808460,2025-09-11T12:08:34.178036,2025-09-11 12:08:33.826000,4
53a46ca2-b531-4c84-8738-6e3fb03f7158,365,352,-13,17,3,14,2025-09-11T12:08:34.190018,2025-09-11 12:08:33.824450,2025-09-11T12:08:34.193849,2025-09-11 12:08:33.841000,3
714f6893-a7c5-4d70-b1a3-0955b60a3281,365,351,-14,19,4,15,2025-09-11T12:08:34.238138,2025-09-11 12:08:33.872480,2025-09-11T12:08:34.242602,2025-09-11 12:08:33.891000,4
68193fe3-5a90-44b4-84a1-c47309d08df7,365,352,-13,18,4,14,2025-09-11T12:08:34.339090,2025-09-11 12:08:33.973380,2025-09-11T12:08:34.343523,2025-09-11 12:08:33.991000,4
90aeed66-ddf2-4dfa-a7fb-2b9ad88a6f86,365,350,-14,19,4,15,2025-09-11T12:08:34.357817,2025-09-11 12:08:33.992120,2025-09-11T12:08:34.361954,2025-09-11 12:08:34.011000,4
0fc1b1df-86bc-4eea-b03a-5eb119336548,365,352,-13,18,3,15,2025-09-11T12:08:34.424806,2025-09-11 12:08:34.058920,2025-09-11T12:08:34.428557,2025-09-11 12:08:34.076000,4
317e1fac-40cc-435b-aea3-234f5500a1f2,365,353,-12,17,3,14,2025-09-11T12:08:34.497264,2025-09-11 12:08:34.131770,2025-09-11T12:08:34.501185,2025-09-11 12:08:34.148000,4
fa2e09b1-45fb-440e-b136-4d9344540b99,365,351,-14,18,3,15,2025-09-11T12:08:34.796034,2025-09-11 12:08:34.430190,2025-09-11T12:08:34.799903,2025-09-11 12:08:34.448000,3
93e1dc20-e254-4176-a627-98e0a50e437a,365,351,-14,20,4,16,2025-09-11T12:08:34.889410,2025-09-11 12:08:34.523450,2025-09-11T12:08:34.894310,2025-09-11 12:08:34.543000,5
515361a0-1d1e-4e6b-a8e2-77ea5411e7f4,365,352,-13,18,4,14,2025-09-11T12:08:34.936009,2025-09-11 12:08:34.570220,2025-09-11T12:08:34.940192,2025-09-11 12:08:34.588000,4
2f821ff1-2b03-42a7-ae91-813dcba38100,365,352,-13,19,5,14,2025-09-11T12:08:34.954622,2025-09-11 12:08:34.588830,2025-09-11T12:08:34.959979,2025-09-11 12:08:34.607000,5
289f597f-f781-4722-8be4-c55faf354dbe,365,352,-13,18,4,14,2025-09-11T12:08:34.998445,2025-09-11 12:08:34.632700,2025-09-11T12:08:35.002514,2025-09-11 12:08:34.650000,4
97b69be8-3419-4de9-8dfe-d4a8d3917084,365,352,-13,18,3,15,2025-09-11T12:08:35.139698,2025-09-11 12:08:34.773820,2025-09-11T12:08:35.143522,2025-09-11 12:08:34.791000,4
e789ab04-7eba-4b80-bfb8-a31e2c93ff44,365,351,-14,19,4,15,2025-09-11T12:08:35.158316,2025-09-11 12:08:34.792360,2025-09-11T12:08:35.162613,2025-09-11 12:08:34.811000,4
d2aa9e83-1dd9-4022-bd55-19fd07be4409,365,352,-13,18,3,15,2025-09-11T12:08:35.202399,2025-09-11 12:08:34.836400,2025-09-11T12:08:35.206276,2025-09-11 12:08:34.854000,4
8cb376fe-08ae-4888-bf51-ad854fa7f781,365,352,-13,18,4,14,2025-09-11T12:08:35.217052,2025-09-11 12:08:34.851110,2025-09-11T12:08:35.221288,2025-09-11 12:08:34.869000,4
dd7ba721-fd6c-4363-9ec5-22f9f79903d2,365,352,-13,18,3,15,2025-09-11T12:08:35.232436,2025-09-11 12:08:34.866830,2025-09-11T12:08:35.236386,2025-09-11 12:08:34.884000,4
f9f8ccb1-85d5-4866-a875-faf980eedd53,365,352,-13,18,4,14,2025-09-11T12:08:35.442270,2025-09-11 12:08:35.076410,2025-09-11T12:08:35.446458,2025-09-11 12:08:35.094000,4
79a32568-5d6e-4a4c-b346-5bd68348b744,365,352,-12,18,4,14,2025-09-11T12:08:35.460989,2025-09-11 12:08:35.095550,2025-09-11T12:08:35.465212,2025-09-11 12:08:35.113000,5
4ce4350d-6e59-4dd3-a56f-251c84abe058,365,352,-13,19,4,15,2025-09-11T12:08:35.514388,2025-09-11 12:08:35.148780,2025-09-11T12:08:35.519049,2025-09-11 12:08:35.167000,5
b82ef898-d9a0-4bf4-83bc-3b37c3d0d65f,365,351,-14,20,4,16,2025-09-11T12:08:35.549902,2025-09-11 12:08:35.183970,2025-09-11T12:08:35.554342,2025-09-11 12:08:35.203000,5
f4aa5624-474a-4224-bdd8-c997c70e5155,365,352,-13,18,4,14,2025-09-11T12:08:35.923131,2025-09-11 12:08:35.557760,2025-09-11T12:08:35.927264,2025-09-11 12:08:35.575000,4
c97224c8-facf-47f5-89bf-456458057bfa,365,346,-19,27,7,20,2025-09-11T12:08:36.043069,2025-09-11 12:08:35.677160,2025-09-11T12:08:36.050132,2025-09-11 12:08:35.704000,7
1eeb4f0f-8b0e-4774-bc99-9c26b17d0eea,365,338,-27,32,3,29,2025-09-11T12:08:37.541319,2025-09-11 12:08:37.175690,2025-09-11T12:08:37.545217,2025-09-11 12:08:37.207000,4
0a78c468-1063-4c88-9be4-9f850d75f628,365,353,-12,18,4,14,2025-09-11T12:08:37.816440,2025-09-11 12:08:37.450470,2025-09-11T12:08:37.821096,2025-09-11 12:08:37.468000,5
e18ddc6d-7bb4-418e-9f71-786721e39609,365,352,-12,18,4,14,2025-09-11T12:08:37.885797,2025-09-11 12:08:37.520210,2025-09-11T12:08:37.890171,2025-09-11 12:08:37.538000,5
4ed7f6db-16dc-4a2e-a24d-c6e051a94e2d,365,350,-15,22,6,16,2025-09-11T12:08:37.905198,2025-09-11 12:08:37.539210,2025-09-11T12:08:37.911995,2025-09-11 12:08:37.561000,6
8285b2a4-48d4-43da-ab99-556515f5ec45,365,352,-13,18,3,15,2025-09-11T12:08:38.181758,2025-09-11 12:08:37.815790,2025-09-11T12:08:38.185268,2025-09-11 12:08:37.833000,4
e6fb37c7-3c00-4c98-a8d9-f9f72275431b,365,351,-14,19,4,15,2025-09-11T12:08:38.291725,2025-09-11 12:08:37.925750,2025-09-11T12:08:38.295974,2025-09-11 12:08:37.944000,4
e79d424f-b240-48a7-bd04-7d7418a2427b,365,351,-14,19,4,15,2025-09-11T12:08:38.457384,2025-09-11 12:08:38.091830,2025-09-11T12:08:38.461655,2025-09-11 12:08:38.110000,4
b0847b37-b9f7-4ad6-bc82-52ac9ccc171e,365,353,-12,17,3,14,2025-09-11T12:08:39.233357,2025-09-11 12:08:38.867990,2025-09-11T12:08:39.237023,2025-09-11 12:08:38.884000,4
bf1e1a4d-f84a-463c-8793-0cb5f0f6d611,365,352,-12,18,4,14,2025-09-11T12:08:39.267674,2025-09-11 12:08:38.902410,2025-09-11T12:08:39.272341,2025-09-11 12:08:38.920000,5
209c9fa9-fa75-4639-b72e-3a81b8e59df0,365,352,-13,18,4,14,2025-09-11T12:08:39.315142,2025-09-11 12:08:38.949260,2025-09-11T12:08:39.319909,2025-09-11 12:08:38.967000,4
76503a63-8860-4229-ba3c-3e79f17541b3,365,353,-12,17,4,13,2025-09-11T12:08:39.370053,2025-09-11 12:08:39.004680,2025-09-11T12:08:39.374250,2025-09-11 12:08:39.021000,4
92334299-8649-4eb4-85cc-9e11377ccfc1,365,348,-16,22,5,17,2025-09-11T12:08:39.439537,2025-09-11 12:08:39.074110,2025-09-11T12:08:39.444853,2025-09-11 12:08:39.096000,5
d51ffea7-7b4e-4b01-8fa3-11a8ad8698e3,365,352,-12,19,5,14,2025-09-11T12:08:39.452905,2025-09-11 12:08:39.087190,2025-09-11T12:08:39.458133,2025-09-11 12:08:39.106000,6
3b952703-cbde-4cb6-921b-2a4b54d0b252,365,353,-12,18,4,14,2025-09-11T12:08:39.501644,2025-09-11 12:08:39.135790,2025-09-11T12:08:39.506076,2025-09-11 12:08:39.153000,5
ff6290b5-6001-4ccd-9af5-01084a940e66,365,353,-12,17,4,13,2025-09-11T12:08:39.601045,2025-09-11 12:08:39.235560,2025-09-11T12:08:39.605546,2025-09-11 12:08:39.252000,4
853d6232-f296-455e-9ee7-657b1e0662ce,365,347,-18,26,6,20,2025-09-11T12:08:40.003193,2025-09-11 12:08:39.637310,2025-09-11T12:08:40.010105,2025-09-11 12:08:39.663000,7
e64e6771-e673-4d1e-8516-3d8c60ccef47,365,353,-11,16,3,13,2025-09-11T12:08:40.145543,2025-09-11 12:08:39.780390,2025-09-11T12:08:40.149327,2025-09-11 12:08:39.796000,4
8f17ed27-b618-4f65-aa9c-260955a013fa,365,351,-14,20,4,16,2025-09-11T12:08:40.164131,2025-09-11 12:08:39.798550,2025-09-11T12:08:40.169077,2025-09-11 12:08:39.818000,5
75f8ce1a-652e-41e9-9a05-b49dfc25e625,365,349,-16,23,6,17,2025-09-11T12:08:40.163613,2025-09-11 12:08:39.797780,2025-09-11T12:08:40.169953,2025-09-11 12:08:39.820000,6
80101496-b5ff-4d83-9afd-e3d4466f9d1d,365,353,-12,17,4,13,2025-09-11T12:08:40.281141,2025-09-11 12:08:39.915800,2025-09-11T12:08:40.285380,2025-09-11 12:08:39.932000,4
8f7c3f53-9890-4c31-b27d-3f99649ba212,365,351,-14,19,4,15,2025-09-11T12:08:40.299396,2025-09-11 12:08:39.933730,2025-09-11T12:08:40.303838,2025-09-11 12:08:39.952000,4
8b0f8717-aebd-483e-8b08-a67bb1562851,365,350,-15,20,4,16,2025-09-11T12:08:40.300052,2025-09-11 12:08:39.934520,2025-09-11T12:08:40.304516,2025-09-11 12:08:39.954000,4
7f214fb0-81ad-4443-a48c-4a8e794b1e82,365,352,-13,18,4,14,2025-09-11T12:08:40.319354,2025-09-11 12:08:39.953750,2025-09-11T12:08:40.323799,2025-09-11 12:08:39.971000,4
123dc7dc-8b1c-4985-813e-6938baa8903c,365,352,-13,17,3,14,2025-09-11T12:08:40.321265,2025-09-11 12:08:39.955600,2025-09-11T12:08:40.324562,2025-09-11 12:08:39.972000,3
c8253ad4-7f75-4169-819c-6a517fb2b9b2,365,352,-13,19,5,14,2025-09-11T12:08:40.945523,2025-09-11 12:08:40.579690,2025-09-11T12:08:40.950658,2025-09-11 12:08:40.598000,5
b7fc83a1-23cf-4c23-820c-4b9bbcd7eca6,365,353,-12,17,3,14,2025-09-11T12:08:40.960600,2025-09-11 12:08:40.594700,2025-09-11T12:08:40.964500,2025-09-11 12:08:40.611000,4
3100c000-cb19-484f-ba83-36795eb513e7,365,347,-18,25,6,19,2025-09-11T12:08:42.074521,2025-09-11 12:08:41.708600,2025-09-11T12:08:42.080626,2025-09-11 12:08:41.733000,6
d4335224-4def-4297-9a85-3bc4440130e0,365,352,-13,19,5,14,2025-09-11T12:08:42.130102,2025-09-11 12:08:41.764420,2025-09-11T12:08:42.135138,2025-09-11 12:08:41.783000,5
d25767aa-f3e5-489a-a0f4-43c2b0a27032,365,350,-14,19,3,16,2025-09-11T12:08:42.149339,2025-09-11 12:08:41.784100,2025-09-11T12:08:42.153053,2025-09-11 12:08:41.803000,4
be3d0aae-9a60-4137-834d-18c1616f637a,365,352,-12,18,4,14,2025-09-11T12:08:42.219360,2025-09-11 12:08:41.854240,2025-09-11T12:08:42.224012,2025-09-11 12:08:41.872000,5
6ef55506-8222-46aa-95c3-290c5bed642e,365,352,-12,17,3,14,2025-09-11T12:08:42.278378,2025-09-11 12:08:41.913050,2025-09-11T12:08:42.282154,2025-09-11 12:08:41.930000,4
1602ee2d-06bc-4f2c-bec8-8ca5335e9aca,365,346,-19,25,5,20,2025-09-11T12:08:42.597387,2025-09-11 12:08:42.231630,2025-09-11T12:08:42.602534,2025-09-11 12:08:42.256000,5
06244121-aac4-4402-8c98-e376bad677eb,365,352,-13,18,4,14,2025-09-11T12:08:42.705079,2025-09-11 12:08:42.339470,2025-09-11T12:08:42.709243,2025-09-11 12:08:42.357000,4
2b092476-5309-41a4-a89f-052f2b9424c7,365,353,-11,17,4,13,2025-09-11T12:08:42.993808,2025-09-11 12:08:42.628070,2025-09-11T12:08:42.998122,2025-09-11 12:08:42.645000,5
ff76dbae-2197-4fe1-b5b7-d7a5ec2c08cd,365,349,-16,29,11,18,2025-09-11T12:08:43.103429,2025-09-11 12:08:42.737610,2025-09-11T12:08:43.115200,2025-09-11 12:08:42.766000,12
451bbe07-b942-494a-bb2c-ac133741d8a8,365,352,-12,17,3,14,2025-09-11T12:08:43.149679,2025-09-11 12:08:42.784020,2025-09-11T12:08:43.153672,2025-09-11 12:08:42.801000,4
1b375362-90f4-4495-b1a9-df7334e67e45,365,352,-13,18,3,15,2025-09-11T12:08:43.258735,2025-09-11 12:08:42.892880,2025-09-11T12:08:43.262717,2025-09-11 12:08:42.910000,4
5b4bab48-67f9-468b-86d3-6865a1329000,365,352,-13,18,3,15,2025-09-11T12:08:43.366617,2025-09-11 12:08:43.000900,2025-09-11T12:08:43.370562,2025-09-11 12:08:43.018000,4
e98b7536-89e6-42fd-a86a-d2576a2dda69,365,351,-14,19,4,15,2025-09-11T12:08:43.628309,2025-09-11 12:08:43.262440,2025-09-11T12:08:43.632613,2025-09-11 12:08:43.281000,4
10baea38-5e8c-423e-ae91-19134af92c2b,365,352,-13,18,4,14,2025-09-11T12:08:44.076405,2025-09-11 12:08:43.710610,2025-09-11T12:08:44.080666,2025-09-11 12:08:43.728000,4
cf4171c1-95f5-4be5-a7a5-7da5837e3860,365,352,-12,17,4,13,2025-09-11T12:08:44.095281,2025-09-11 12:08:43.730030,2025-09-11T12:08:44.099454,2025-09-11 12:08:43.747000,4
bc1063c8-7e39-412d-b0c0-b25d0c3ad3b4,365,353,-11,22,9,13,2025-09-11T12:08:44.125792,2025-09-11 12:08:43.760370,2025-09-11T12:08:44.135021,2025-09-11 12:08:43.782000,10
3949aac4-c0f8-4c10-8f3e-4da6ab2452e4,365,353,-11,17,4,13,2025-09-11T12:08:44.428995,2025-09-11 12:08:44.063390,2025-09-11T12:08:44.433103,2025-09-11 12:08:44.080000,5
c4975228-902a-40c7-9fbd-6b9ae5c96922,365,351,-14,20,5,15,2025-09-11T12:08:44.447157,2025-09-11 12:08:44.081180,2025-09-11T12:08:44.452221,2025-09-11 12:08:44.101000,5
f0f88f3b-5e9d-469a-aff6-7dbd582f7e8e,365,352,-13,19,4,15,2025-09-11T12:08:44.670747,2025-09-11 12:08:44.304830,2025-09-11T12:08:44.675169,2025-09-11 12:08:44.323000,5
9937a16b-6f92-4885-b882-b3905e56b422,365,351,-14,19,4,15,2025-09-11T12:08:44.935376,2025-09-11 12:08:44.569460,2025-09-11T12:08:44.939967,2025-09-11 12:08:44.588000,4
ac190d66-8e79-4bf8-baaa-0196c247b4b6,365,353,-12,18,4,14,2025-09-11T12:08:44.950269,2025-09-11 12:08:44.584490,2025-09-11T12:08:44.955135,2025-09-11 12:08:44.602000,5
e63cd85f-d919-4d4f-a4eb-73b68c0c6855,365,352,-13,18,4,14,2025-09-11T12:08:44.981100,2025-09-11 12:08:44.615410,2025-09-11T12:08:44.985816,2025-09-11 12:08:44.633000,4
f477ed01-f0f9-4932-94be-984e09db2b54,365,352,-12,17,4,13,2025-09-11T12:08:45.306918,2025-09-11 12:08:44.941840,2025-09-11T12:08:45.310966,2025-09-11 12:08:44.958000,4
b20ce8e6-f666-4d1d-8363-4489dac4f9e2,365,352,-12,17,3,14,2025-09-11T12:08:45.337480,2025-09-11 12:08:44.972020,2025-09-11T12:08:45.341348,2025-09-11 12:08:44.989000,4
a971f9fa-192b-4ff2-b86e-d488e4c51189,365,352,-12,18,5,13,2025-09-11T12:08:45.355750,2025-09-11 12:08:44.990240,2025-09-11T12:08:45.360777,2025-09-11 12:08:45.008000,5
f7434191-e82a-42e6-8512-15076588aff6,365,350,-14,20,5,15,2025-09-11T12:08:45.356514,2025-09-11 12:08:44.991010,2025-09-11T12:08:45.361631,2025-09-11 12:08:45.011000,5
f53c99f4-9b37-4ed8-90aa-cf9f5ba9dd4c,365,352,-13,17,3,14,2025-09-11T12:08:45.400244,2025-09-11 12:08:45.034400,2025-09-11T12:08:45.403973,2025-09-11 12:08:45.051000,3
6b6ba84b-856d-4c0b-8614-cf179eeea2a3,365,353,-11,17,4,13,2025-09-11T12:08:45.415905,2025-09-11 12:08:45.050150,2025-09-11T12:08:45.420213,2025-09-11 12:08:45.067000,5
971caf1e-3b86-4c9d-8ede-e62ae38fb8cc,365,352,-13,18,4,14,2025-09-11T12:08:45.462872,2025-09-11 12:08:45.096950,2025-09-11T12:08:45.466934,2025-09-11 12:08:45.114000,4
ad07969f-27b2-4e01-b0bd-737d7b53041c,365,350,-15,22,5,17,2025-09-11T12:08:45.477502,2025-09-11 12:08:45.111900,2025-09-11T12:08:45.483225,2025-09-11 12:08:45.133000,6
ab873a33-f56e-4473-9fb4-ed6b8e693783,365,352,-13,18,4,14,2025-09-11T12:08:47.206256,2025-09-11 12:08:46.840330,2025-09-11T12:08:47.210495,2025-09-11 12:08:46.858000,4
432d00ab-3a99-4908-afd5-04f5832cc21b,365,351,-14,18,3,15,2025-09-11T12:08:47.311022,2025-09-11 12:08:46.945700,2025-09-11T12:08:47.314772,2025-09-11 12:08:46.963000,3
0e93a3e7-6721-4780-b55a-17d8f03176d3,365,353,-12,17,4,13,2025-09-11T12:08:47.343130,2025-09-11 12:08:46.977200,2025-09-11T12:08:47.347132,2025-09-11 12:08:46.994000,4
a126eb88-7c10-49d0-9dfe-8c6bd68416a8,365,352,-13,18,3,15,2025-09-11T12:08:47.410489,2025-09-11 12:08:47.044800,2025-09-11T12:08:47.414347,2025-09-11 12:08:47.062000,4
44cf403e-102f-46a2-906a-db688de8ed54,365,352,-12,19,5,14,2025-09-11T12:08:47.441682,2025-09-11 12:08:47.076280,2025-09-11T12:08:47.447072,2025-09-11 12:08:47.095000,6
